Title,Date,Content
Reliance Power hits the roof on settling debt obligations of DBS Bank India ,22 Mar 2024," JReliance Power was locked in upper circuit of 5% to Rs 26.27 after the company has said that it has fulfilled all of its obligations under the Settlement Agreement with regard to its borrowings from DBS Bank India.
The company said that the 45 megawatt (MW) Wind Power Project's assets are free of the encumbrance as a consequence of the Settlement Agreement dated 5 January 2024.
Earlier in January, the company for the purpose of debt settlement had signed a settlement agreement with DBS Bank India (DBS) on 5 January 2024, in settlement of the entire obligations with respect to its borrowings.  Reliance Power, a part of the Reliance Anil Dhirubhai Ambani Group, is India's leading private sector power generation and coal Resources Company. The projects under development include coal, gas, hydro, wind and solar-based energy projects. The company's operating portfolio includes ultra mega power projects (UMPPs) of 5945 MWs. The company is primarily engaged in the business of generation of power.
The company reported consolidated net loss of Rs 1,136.75 crore in Q3 FY24 as compared with net loss of Rs 291.54 crore posted in Q3 FY23. While net sales stood at Rs 1,946.58 crore in Q3 FY24, up 3.2% year on year.""

"
Reliance Power shares rise 35% in eight days: Should you buy or sell? ,26 Mar 2024," Reliance Power share price today opened touched an intraday high of ₹27.60 per share. What's happening? Will this continue? Reliance Power share price: Shares of Reliance Power shares seen an upward trend for over a week. Bottoming out at almost ₹20 per share, that stock price of the Anil Ambani-backed company has been hitting the upper circuit since last Monday (March 18). Reliance Power shares have touched the upper circuit on all sessions except on Tuesday last week (March 19). How have Reliance Power shares performed in the past two weeks?
In comparison, on March 13, Reliance Power shares ended at ₹20.40 but saw a strong buying interest on March 14. In the last eight straight sessions, Reliance Power share price has risen from ₹20.40 to ₹27.60 apiece levels on NSE which means about 35 per cent appreciation. Reliance Power share price today opened touched an intraday high of ₹27.60 per share as it locked in a 5 percent upper circuit within minutes of the stock market's opening bell.

Read more: Anil Ambani-led Reliance Power shares hit 5% upper circuit: What's happening?
Why are Reliance Power shares witnessing a surge?
The shares of the company are rising amid reports that the Anil Ambani-backed company has settled its dues with ICICI Bank, Axis Bank, and DBS Bank. It was also reported that a fresh capital infusion in the company is possible. The reports added that only a working capital loan is left on the company's books which is from IDBI Bank. ""

"
"Reliance Power share price Today Live Updates: Reliance Power closed today at 27.56, down -0.4% from yesterday's ₹27.67 | Mint ",29 Apr 2024," No Content 
"
"Reliance Power to sell 1,200 MW Kalai II hydropower project in Arunachal to THDC India ",01 Jan 2024,"  The Governor of Arunachal Pradesh, Kalai Power Private Ltd (a subsidiary of the company), and THDC India Ltd (THDC) have inked an agreement in this regard on December 30, 2023. Under the pact, there will transfer of the development rights and associated physical assets, studies, clearances, designs and intellectual properties of the proposed 1,200 MW Kalai-Il hydroelectric project located at the Lohit river basin of Arunachal Pradesh to THDC for an aggregate consideration of Rs 128.39 crore, subject to certain indemnities, representations and covenants, it stated.Reliance Power has inked an agreement to sell its 1,200 MW Kalai II hydroelectric project in Arunachal Pradesh for Rs 128.39 crore to THDC India. The purpose of entering into the agreement was to monetise the hydroelectric power project, Reliance Power said in a regulatory filing on Sunday.
According to the filing, the Governor of Arunachal Pradesh, Kalai Power Private Ltd (a subsidiary of the company), and THDC India Ltd (THDC) have inked an agreement in this regard on December 30, 2023.
Under the pact, there will transfer of the development rights and associated physical assets, studies, clearances, designs and intellectual properties of the proposed 1,200 MW Kalai-II hydroelectric project located at the Lohit river basin of Arunachal Pradesh to THDC for an aggregate consideration of Rs 128.39 crore, subject to certain indemnities, representations and covenants, it
statod
"
Reliance Power share price Live : Shareholding information,"13 May 2024, 07:37:23 PM IST","Reliance Power's ROE was -3.57% in the most recent fiscal year, with a return on investment value of -1.22% in the last fiscal year. The consensus estimates for ROE in the current and upcoming fiscal year are 0.00% and 0.00% respectively."
Reliance Power share price Live : Shareholding information,"13 May 2024, 07:03:51 PM IST","Reliance Power has experienced a negative EPS growth of -99999.99% and a slight decrease in revenue of -0.09% over the past three years. In the last twelve months, the company generated a revenue of 76505.00 cr, showing a 1.43% increase compared to the previous fiscal year. The company is expected to have a growth of �% in revenue and �% in profit for the upcoming quarter."
Reliance Power share price Live : Shareholding information,"13 May 2024, 06:00:08 PM IST","Today, Reliance Power's stock price dropped by 2.28% to reach₹24.41, mirroring the decline seen in its industry counterparts. Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava are also experiencing a decrease in their stock prices today. Additionally, the benchmark indices Nifty and Sensex are down by 0.22% and 0.15% respectively."
Reliance Power share price Live : Shareholding information,"13 May 2024, 05:37:08 PM IST",Reliance Power stock's price fluctuated between a low of₹23.76 and a high of₹25.19 on the current day.
Reliance Power share price Live : Shareholding information,"13 May 2024, 03:54:50 PM IST","The volume of Reliance Power traded by 3 PM today is 52.36% higher than yesterday, with the price at₹24.41, showing a decrease of -2.28%. Volume traded, along with price, is a key indicator for analyzing trends. A positive price trend with increased volume indicates a lasting upward movement, while a negative price trend with higher volume could signal further price declines."
Reliance Power share price Live : Shareholding information,"13 May 2024, 03:53:01 PM IST","Reliance Powershare price closed the day at₹24.41 - a 2.28% lower than the previous closing price. For the next trading session key resistances to watch for are 25.07 , 25.73 , 26.32. On the other hand key support levels could be found at 23.82 , 23.23 , 22.57.Please note these support and resistance levels are derived from the classic pivot table."
Reliance Power share price Live : Shareholding information,"13 May 2024, 03:21:07 PM IST",Reliance Power share price is at₹24.49 and is still trading between the key support and resistance levels of₹24.47 and₹25.52 on a daily timeframe. If it crosses the support of₹24.47 then we can expect a further bearish movement. On the other hand if the price crosses 25.52 then it will lead to a bullish movement.
Reliance Power share price Live : Shareholding information,"13 May 2024, 02:50:09 PM IST","As of 2 PM, the trading volume of Reliance Power has increased by 52.01% compared to yesterday, while the price is currently at₹24.49, showing a decrease of -1.96%. Volume traded is a key factor to analyze along with price to determine market trends. A rise in price accompanied by a higher volume indicates a sustainable upward trend, while a decrease in price with a higher volume could signal a potential further decline in prices."
Reliance Power share price Live : Shareholding information,"13 May 2024, 02:34:31 PM IST","Reliance Power reached a peak of 24.6 and a trough of 24.05 in the preceding trading session. During the last hour, the stock price exceeded the hourly resistance level of 24.39 (Resistance level 1), suggesting a bullish trend.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power share price Live : Shareholding information,"13 May 2024, 02:08:53 PM IST",The current market price of Reliance Power has broken the first support of₹24.47 (derived from classic pivot table) on a daily time frame indicating a bearish move but traders need to monitor for possible reversals from₹23.88. If the stock price breaks the second support of₹23.88 then there can be further negative price movement.
Reliance Power share price Live : Shareholding information,"13 May 2024, 01:55:27 PM IST","The trading volume of Reliance Power until 1 PM has increased by 41.80% compared to yesterday, while the price is currently at₹24.46, showing a decline of -2.08%. Volume traded, in conjunction with price, is a crucial factor in analyzing trends. A rise in price accompanied by higher volume indicates a strong upward trend, whereas a decrease in price with increased volume may signal a potential further drop in prices."
Reliance Power share price Live : Shareholding information,"13 May 2024, 01:34:29 PM IST","Reliance Power reached a high of 24.5 and a low of 24.08 in the previous trading hour. In the last hour, the stock price fell below key hourly resistances at 24.27 and 24.15, suggesting notable selling pressure. Traders might consider exiting current long positions, while new investors can assess the possibility of a reversal if the stock is oversold on an hourly timeframe.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power share price Live : Shareholding information,"13 May 2024, 01:09:32 PM IST",Reliance Power stock's price fluctuated between a low of₹23.76 and a high of₹25.19 on the current day.
Reliance Power share price Live : Shareholding information,"13 May 2024, 12:56:22 PM IST","The volume of Reliance Power traded by 12 AM is 41.47% higher than yesterday, while the price is trading at₹24.44, a decrease of -2.16%. Volume traded is a key indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume suggests a sustainable upward trend, while a negative price movement with higher volume may indicate a potential further decline in prices."
Reliance Power share price Live : Shareholding information,"13 May 2024, 12:33:11 PM IST",The stock price has been moving between the levels of 24.5 and 24.12 in the last hour. Traders may want to consider rangebound trading strategies by purchasing near the hourly support level of 24.12 and selling near the hourly resistance level of 24.5.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power share price Live : Shareholding information,"13 May 2024, 12:15:57 PM IST",The current market price of Reliance Power has broken the first support of₹24.47 (derived from classic pivot table) on a daily time frame indicating a bearish move but traders need to monitor for possible reversals from₹23.88. If the stock price breaks the second support of₹23.88 then there can be further negative price movement.
Reliance Power share price Live : Shareholding information,"13 May 2024, 11:47:12 AM IST","The volume of Reliance Power traded by 11 AM has increased by 48.67% compared to the previous day. The price is currently at₹24.43, showing a decrease of -2.2%. Volume traded is a key factor to analyze trends along with price movements. A positive price movement with increased volume indicates a lasting upward trend, while a negative price movement with higher volume could signal a potential further decrease in prices."
Reliance Power share price Live : Shareholding information,"13 May 2024, 11:34:29 AM IST",The stock price has been moving between levels of 24.66 and 23.97 in the last hour. Traders may want to consider rangebound trading strategies by purchasing near the hourly support of 23.97 and selling near the hourly resistance of 24.66.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power share price Live : Shareholding information,"13 May 2024, 11:30:05 AM IST",The current market price of Reliance Power has broken the first support of₹24.47 (derived from classic pivot table) on a daily time frame indicating a bearish move but traders need to monitor for possible reversals from₹23.88. If the stock price breaks the second support of₹23.88 then there can be further negative price movement.
Reliance Power share price Live : Shareholding information,"13 May 2024, 11:18:42 AM IST","Today, Reliance Power's stock price has dropped by 2.52% to reach₹24.35, in line with the downward trend seen in its peer companies like Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava. Similarly, the benchmark indices Nifty and Sensex are also down by 0.77% and 0.59% respectively."
Reliance Power share price Live : Shareholding information,"13 May 2024, 10:49:51 AM IST","The trading volume of Reliance Power up to 10 AM is 63.35% higher than the previous day, while the price is currently at₹24.2, showing a decrease of -3.12%. Both volume and price are crucial indicators for analyzing trends. A positive price trend accompanied by a higher trading volume indicates a sustainable upward movement, whereas a negative price trend with increased volume may signal a potential further decrease in prices."
Reliance Power share price Live : Shareholding information,"13 May 2024, 10:34:07 AM IST",Reliance Power touched a high of 24.64 & a low of 23.95 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power share price Live : Shareholding information,"13 May 2024, 10:00:06 AM IST","The share price of Reliance Power has dropped by 3.6% today, reaching₹24.08, in line with the downward trend seen in other companies in the sector like Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava. The benchmark indices, Nifty and Sensex, are also down by 0.9% and 0.94% respectively."
Reliance Power share price Live : Shareholding information,"13 May 2024, 09:41:29 AM IST",The current market price of Reliance Power has broken the first support of₹24.47 (derived from classic pivot table) on a daily time frame indicating a bearish move but traders need to monitor for possible reversals from₹23.88. If the stock price breaks the second support of₹23.88 then there can be further negative price movement.
Reliance Power share price Live : Shareholding information,"13 May 2024, 09:22:49 AM IST","The share price of Reliance Power has dropped by -1.76% to₹24.54 today. Over the past year, Reliance Power shares have seen a price increase of 110.55% to₹24.54. In contrast, Nifty has risen by 20.42% to 22027.95 in the same one-year period."
Reliance Power share price Live : Shareholding information,"13 May 2024, 08:23:09 AM IST",The trading volume yesterday was 35.57% lower than the 20 day average. Yesterday’s NSE volume was 12 mn & BSE volume was 2 mn.
Reliance Power share price Live : Shareholding information,"13 May 2024, 08:08:02 AM IST",The stock traded in the range of₹25.39 &₹24.36 yesterday to end at₹24.77. The stock's continued downtrend suggests a bearish trend is underway.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 08:04:52 PM IST",Reliance Power Share Price Today Live: Reliance Power has a 2.67% MF holding & 7.89% FII holding as per filings in the march quarter.The FII holding has decreased from 8.04% in december to 7.89% in march quarter.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 07:40:45 PM IST",Reliance Power Share Price Today Live: Reliance Power's return on equity (ROE) was -3.57% in the most recent fiscal year. The return on investment (ROI) value was -1.22% in the last fiscal year. The consensus estimates for ROE in the current and upcoming fiscal year are 0.00% and 0.00% respectively.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 07:01:39 PM IST","Reliance Power Share Price Today Live: Reliance Power has experienced a significant decline in EPS and revenue over the past three years. In the last twelve months, the company reported a revenue of 76505.00 cr, which is slightly higher compared to the previous fiscal year. The company is expected to see a growth in revenue and profit for the upcoming quarter."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 06:06:03 PM IST","Reliance Power Share Price Live Updates: Today, Reliance Power's stock price has increased by 0.66% to reach₹25.8, in line with the positive movement of its peer companies like Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava. The benchmark indices, Nifty and Sensex, however, have experienced a slight decrease of -0.08% and -0.16% respectively."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 05:37:09 PM IST",Reliance Power Share Price Live Updates: Reliance Power stock traded at a low of₹25.67 and a high of₹26.60 on the current day.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 03:55:27 PM IST","Reliance Power Share Price Live Updates: The trading volume of Reliance Power until 3 PM has increased by 90.27% compared to yesterday, while the price has risen to₹25.8, up by 0.66%. Both volume and price are crucial indicators for analyzing trends. A positive price trend coupled with higher volume indicates a sustainable upward movement, whereas a negative price trend with increased volume could signal further price declines."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 03:52:27 PM IST","Reliance Power Share Price Live Updates:Reliance Powershare price closed the day at₹25.8 - a 0.66% higher than the previous closing price. For the next trading session key resistances to watch for are 26.33 , 26.92 , 27.23. On the other hand key support levels could be found at 25.43 , 25.12 , 24.53.Please note these support and resistance levels are derived from the classic pivot table."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 03:14:36 PM IST",Reliance Power Share Price Live Updates: Reliance Power share price is at₹25.83 and is still trading between the key support and resistance levels of₹24.9 and₹25.95 on a daily timeframe. If it crosses the support of₹24.9 then we can expect a further bearish movement. On the other hand if the price crosses 25.95 then it will lead to a bullish movement.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 02:55:34 PM IST","Reliance Power Share Price Today Live: As per the Technical Analysis, short term trend of Reliance Power share is Moderately Bullish and long term trend is Moderately Bearish"
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 02:54:40 PM IST","Reliance Power Share Price Today Live: The trading volume of Reliance Power has increased by 60.55% compared to yesterday, reaching a price of₹26.03, up by 1.56%. Volume traded, along with price, is a crucial indicator for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable uptrend, while a negative price movement with increased volume could signal further price declines."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 02:37:08 PM IST","Reliance Power Share Price Today Live: The stock price has been moving between 26.09 and 25.8 levels in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 25.8 and selling near the hourly resistance at 26.09.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 02:05:56 PM IST",Reliance Power Share Price Today Live: Reliance Power share price is at₹25.88 and is still trading between the key support and resistance levels of₹24.9 and₹25.95 on a daily timeframe. If it crosses the support of₹24.9 then we can expect a further bearish movement. On the other hand if the price crosses 25.95 then it will lead to a bullish movement.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 01:47:12 PM IST","Reliance Power Share Price Live Updates: The volume of Reliance Power traded by 1 PM today is 45.37% higher than yesterday, with the price at₹25.88, up by 0.98%. Volume traded, along with price, is a key indicator for analyzing trends. A positive price movement with increased volume indicates a lasting upward trend, while a negative price movement with higher volume could signal further price declines."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 01:37:13 PM IST",Reliance Power Share Price Live Updates: The stock price has been moving within a range of 26.06 and 25.82 levels in the last hour. Traders may want to consider rangebound trading strategies by purchasing near the hourly support of 25.82 and selling near the hourly resistance of 26.06.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 01:03:56 PM IST","Reliance Power Share Price Live Updates: Reliance Power stock's low price for the day was₹25.72, while the high price reached₹26.60."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 12:45:46 PM IST","Reliance Power Share Price Live Updates: The volume of Reliance Power traded by 12 AM has increased by 34.87% compared to yesterday, with the price at₹25.9, up by 1.05%. Analyzing both volume and price is crucial for understanding market trends. A positive price trend accompanied by high volume indicates a sustainable upward movement, while a negative price trend with high volume could signal further price declines."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 12:38:27 PM IST",Reliance Power Share Price Live Updates: The stock price has been moving within the range of 26.13 and 25.7 in the last hour. Traders could potentially explore rangebound trading by purchasing near the hourly support at 25.7 and selling near the hourly resistance at 26.13.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 12:24:24 PM IST","Reliance Power Share Price Today Live: As per the Technical Analysis, short term trend of Reliance Power share is Bearish and long term trend is Moderately Bearish"
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 12:18:43 PM IST",Reliance Power Share Price Today Live: Reliance Power share price is at₹25.95 and is still trading between the key support and resistance levels of₹24.9 and₹25.95 on a daily timeframe. If it crosses the support of₹24.9 then we can expect a further bearish movement. On the other hand if the price crosses 25.95 then it will lead to a bullish movement.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 11:51:29 AM IST","Reliance Power Share Price Today Live: The volume of Reliance Power traded until 11 AM is 24.71% higher than yesterday, with the price at₹25.9, up by 1.05%. Volume traded is a significant indicator, along with price, for studying trends. A positive price movement with increased volume suggests a sustainable upward trend, while a negative price movement with higher volume could indicate a further decline in prices."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 11:33:08 AM IST","Reliance Power Share Price Today Live: The stock price has been moving between 26.34 and 25.69 levels in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support of 25.69 and selling near the hourly resistance of 26.34.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 11:20:57 AM IST",Reliance Power Share Price Live Updates: Reliance Power share price is at₹25.9 and is still trading between the key support and resistance levels of₹24.9 and₹25.95 on a daily timeframe. If it crosses the support of₹24.9 then we can expect a further bearish movement. On the other hand if the price crosses 25.95 then it will lead to a bullish movement.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 11:10:47 AM IST","Reliance Power Share Price Live Updates: Today, Reliance Power's stock price has increased by 1.6% to reach₹26.04, following a similar trend seen in its industry counterparts like Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava. Meanwhile, the benchmark indices Nifty and Sensex have experienced slight declines of -0.14% and -0.08% respectively."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 10:52:03 AM IST","Reliance Power Share Price Live Updates: The volume traded for Reliance Power until 10 AM is 186.17% higher compared to yesterday, with the price at₹26.01, up by 1.48%. Both volume traded and price are crucial indicators for analyzing trends. A positive price trend accompanied by increased volume indicates a sustainable upward movement, while a negative price trend with higher volume could signal a potential further decline in prices."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 10:39:35 AM IST",Reliance Power Share Price Live Updates: Reliance Power touched a high of 26.5 & a low of 25.85 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 09:56:28 AM IST","Reliance Power Share Price Live Updates: Today, Reliance Power's share price has increased by 3% to reach₹26.4, in line with its industry counterparts. Similar companies like Jaiprakash Power Ventures, KPI Green Energy, Rattanindia Enterprises, and Nava are also experiencing growth. Additionally, both Nifty and Sensex, the benchmark indices, have risen by 0.21% each."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 09:31:32 AM IST",Reliance Power Share Price Today Live: The current market price of Reliance Power has surpassed the first resistance of₹25.95 & second resistance of₹26.3 indicating a strong bullish move but traders need to monitor for possible reversals from₹27.0. If the stock price breaks the final resistance of₹27.0 then it indicates a strong buying interest and prices can escalate further.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 09:17:10 AM IST","Reliance Power Share Price Today Live: The share price of Reliance Power has increased by 2.42% and is currently trading at₹26.25 today. Over the past year, Reliance Power shares have surged by 120.69% to₹26.25. In contrast, the Nifty index has risen by 20.76% to 22217.85 in the same one-year period."
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 08:48:17 AM IST",Reliance Power Share Price Today Live: The key support and resistance levels for Reliance Power on the daily timeframe are given below. Please note these support and resistance levels are derived from the classic pivot table.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 08:16:07 AM IST",Reliance Power Share Price Today Live: The trading volume yesterday was 37.23% lower than the 20 day average. Yesterday’s NSE volume was 9 mn & BSE volume was 3 mn.
Reliance Power Share Price Today Live: Shareholding information,"15 May 2024, 08:05:35 AM IST",Reliance Power Share Price Today Live: The stock traded in the range of₹25.63 &₹24.59 yesterday to end at₹24.41. The stock's continued downtrend suggests a bearish trend is underway.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 06:06:04 PM IST","Reliance Power Share Price Live Updates: Today, Reliance Power's share price increased by 0.12% to reach₹25.83, while its counterparts are experiencing mixed results. Jaiprakash Power Ventures and KPI Green Energy are declining, whereas Rattanindia Enterprises and Nava are showing an upward trend. In general, benchmark indices Nifty and Sensex are up by 0.92% and 0.93% respectively."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 05:35:47 PM IST",Reliance Power Share Price Live Updates: Reliance Power stock reached a low of₹25.34 and a high of₹26.29 on the current day.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 03:52:39 PM IST","Reliance Power Share Price Live Updates: The trading volume of Reliance Power until 3 PM is 40.65% lower than yesterday, while the price is currently at₹25.83, a decrease of 0.12%. Volume traded, in addition to price, is a key indicator for analyzing trends. A rise in price accompanied by increased volume indicates a lasting upward trend, whereas a drop in price with higher volume may signal further price declines."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 03:48:34 PM IST","Reliance Power Share Price Live Updates:Reliance Powershare price closed the day at₹25.83 - a 0.12% higher than the previous closing price. For the next trading session key resistances to watch for are 26.33 , 26.92 , 27.23. On the other hand key support levels could be found at 25.43 , 25.12 , 24.53.Please note these support and resistance levels are derived from the classic pivot table."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 03:19:42 PM IST",Reliance Power Share Price Live Updates: Reliance Power share price is at₹25.85 and is still trading between the key support and resistance levels of₹25.43 and₹26.33 on a daily timeframe. If it crosses the support of₹25.43 then we can expect a further bearish movement. On the other hand if the price crosses 26.33 then it will lead to a bullish movement.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 02:53:38 PM IST","Reliance Power Share Price Today Live: The trading volume of Reliance Power by 2 PM is 39.26% lower than yesterday, while the price remains steady at₹25.8. Volume traded is a key factor in analyzing market trends alongside price movements. A rise in price accompanied by increased volume indicates a strong upward trend, while a drop in price with higher volume may signal further decline in prices."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 02:42:51 PM IST",Reliance Power Share Price Today Live: The stock price has been moving between levels of 25.99 and 25.74 in the last hour. Traders may consider rangebound trading strategies by buying near the hourly support of 25.74 and selling near the hourly resistance of 25.99.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 02:02:27 PM IST",Reliance Power Share Price Today Live: Reliance Power share price is at₹25.86 and is still trading between the key support and resistance levels of₹25.43 and₹26.33 on a daily timeframe. If it crosses the support of₹25.43 then we can expect a further bearish movement. On the other hand if the price crosses 26.33 then it will lead to a bullish movement.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 01:51:33 PM IST","Reliance Power Share Price Live Updates: The volume of Reliance Power traded until 1 PM is 36.43% lower than yesterday, with the price trading at₹25.75, down by 0.19%. Volume traded is a crucial factor to analyze trends, along with price. A positive price movement with increased volume indicates a sustainable upward trend, while a negative price movement with higher volume could suggest further price declines."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 01:41:32 PM IST","Reliance Power Share Price Live Updates: The stock price has been moving between the levels of 26.06 and 25.78 in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 25.78 and selling near the hourly resistance at 26.06.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 01:00:46 PM IST",Reliance Power Share Price Live Updates: Reliance Power stock's low price today was₹25.34 and the high price was₹26.29.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 12:47:55 PM IST","Reliance Power Share Price Live Updates: The volume of Reliance Power traded by 12 AM is 35.29% lower than the previous day, while the price is currently at₹25.94, down by 0.54%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable upward trend, while a negative price movement with increased volume could suggest a potential further decline in prices."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 12:33:49 PM IST",Reliance Power Share Price Live Updates: The stock price has been moving between levels of 26.35 and 25.52 in the last hour. Traders could potentially use rangebound trading strategies by buying near the hourly support at 25.52 and selling near the hourly resistance at 26.35.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 12:15:11 PM IST",Reliance Power Share Price Today Live: Reliance Power share price is at₹25.87 and is still trading between the key support and resistance levels of₹25.43 and₹26.33 on a daily timeframe. If it crosses the support of₹25.43 then we can expect a further bearish movement. On the other hand if the price crosses 26.33 then it will lead to a bullish movement.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 11:54:06 AM IST","Reliance Power Share Price Today Live: The volume of Reliance Power traded until 11 AM is down by 43.35% compared to yesterday, while the price is currently trading at₹25.9, reflecting a decrease of 0.39%. Volume traded is a crucial metric, along with price, for analyzing trends. A rise in price accompanied by higher volume indicates a sustainable upward trend, whereas a drop in price with increased volume could signal further price declines."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 11:42:02 AM IST","Reliance Power Share Price Today Live: Reliance Power reached a peak of 26.17 and a low of 25.34 in the prior trading hour. In the most recent hour, the stock price surpassed the hourly resistance at 25.92 (Resistance level 1), suggesting positive momentum.The hourly support and resistance levels to watch out in the next hour are mentioned below."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 11:30:59 AM IST",Reliance Power Share Price Live Updates: Reliance Power share price is at₹26.06 and is still trading between the key support and resistance levels of₹25.43 and₹26.33 on a daily timeframe. If it crosses the support of₹25.43 then we can expect a further bearish movement. On the other hand if the price crosses 26.33 then it will lead to a bullish movement.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 11:15:21 AM IST","Reliance Power Share Price Live Updates: Today, Reliance Power's stock price dropped by 1.16% to reach₹25.5, while its counterparts are showing a mixed performance. KPI Green Energy is declining, whereas Jaiprakash Power Ventures, Rattanindia Enterprises, and Nava are experiencing an upward trend. In general, the Nifty and Sensex benchmark indices are down by 0.15% and 0.19% respectively."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 10:50:31 AM IST","Reliance Power Share Price Live Updates: Until 10 AM, the volume of Reliance Power traded was 63.97% lower than the previous day, with the price at₹25.45, a decrease of 1.36%. Volume traded, along with price, is a key indicator for analyzing trends. A positive price trend accompanied by high volume indicates a sustainable upward movement, while a negative price trend with high volume could signal further price declines."
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 10:34:39 AM IST",Reliance Power Share Price Live Updates: Reliance Power touched a high of 25.96 & a low of 25.75 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.
Reliance Power Share Price Live Updates: Stock Peers,"16 May 2024, 09:54:31 AM IST","Reliance Power Share Price Live Updates: Reliance Power's share price remained unchanged today at₹25.8, while its peers showed mixed performance. KPI Green Energy saw a decline, while Jaiprakash Power Ventures, Rattanindia Enterprises, and Nava experienced an increase. The benchmark indices Nifty and Sensex rose by 0.26% and 0.24% respectively."
