Title,Date,Content,Sentiment
Tata Power share price Live : Shareholding information,"13 May 2024, 12:10:10 PM IST",The current market price of Tata Power has broken the first support of₹406.68 (derived from classic pivot table) on a daily time frame indicating a bearish move but traders need to monitor for possible reversals from₹398.37. If the stock price breaks the second support of₹398.37 then there can be further negative price movement.,
Tata Power share price Live : Shareholding information,"13 May 2024, 11:51:31 AM IST","The volume of Tata Power traded until 11 AM is 0.44% higher than yesterday, with the price trading at₹404.7, showing a decrease of -2.42%. Analyzing both volume and price is crucial for understanding trends. When the price moves positively with increased volume, it indicates a sustainable upward trend. Conversely, negative price movement with higher volume could signal further price declines.",
Tata Power share price Live : Shareholding information,"13 May 2024, 11:39:49 AM IST","The stock price has been moving between 408.15 and 395.45 levels in the last hour. Traders could consider rangebound trading strategies, such as buying near the hourly support level of 395.45 and selling near the hourly resistance level of 408.15.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power share price Live : Shareholding information,"13 May 2024, 11:15:48 AM IST","Today, Tata Power's stock price dropped by 3.18% to reach₹401.55, following a similar trend with its industry counterparts. Adani Green Energy, Adani Power, Adani Energy Solutions, and NHPC are all experiencing a decline in their share prices as well. In general, the Nifty and Sensex benchmark indices are down by 0.83% and 0.64% respectively.",
Tata Power share price Live : Shareholding information,"13 May 2024, 11:04:25 AM IST","The analyst recommendation trend is shown below with the current rating as Sell.The median price target is₹308.0, 23.05% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power share price Live : Shareholding information,"13 May 2024, 10:52:04 AM IST","The trading volume of Tata Power until 10 AM is 17.16% lower compared to yesterday, while the price is currently at₹398.45, down by 3.93%. Volume traded is a significant factor to consider alongside price when analyzing trends. A rise in price accompanied by high volume indicates a lasting upward trend, whereas a drop in price with high volume could signal further price declines.",
Tata Power share price Live : Shareholding information,"13 May 2024, 10:41:10 AM IST",Tata Power touched a high of 411.15 & a low of 398.45 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power share price Live : Shareholding information,"13 May 2024, 10:00:49 AM IST","Today, Tata Power's stock has dropped by 3.24% to reach₹401.3, in line with the decrease seen in its peer companies like Adani Green Energy, Adani Power, Adani Energy Solutions, and NHPC. The broader market indices, Nifty and Sensex, are also down by 0.81% and 0.98% respectively.",
Tata Power share price Live : Shareholding information,"13 May 2024, 09:40:39 AM IST",A decrease in futures price and an increase in open interest for Tata Power may indicate potential downward price movement in the near future. Traders may consider maintaining their short positions.,
Tata Power share price Live : Shareholding information,"13 May 2024, 09:37:12 AM IST",Tata Power share price is at₹407.15 and is still trading between the key support and resistance levels of₹406.68 and₹420.78 on a daily timeframe. If it crosses the support of₹406.68 then we can expect a further bearish movement. On the other hand if the price crosses 420.78 then it will lead to a bullish movement.,
Tata Power share price Live : Shareholding information,"13 May 2024, 09:22:04 AM IST","The share price of Tata Power has dropped by -0.90% and is currently trading at₹411.00. Over the past year, Tata Power shares have seen a price increase of 101.09% to₹411.00. In contrast, the Nifty index has risen by 20.42% to 22055.20 in the same one-year period.",
Tata Power share price Live : Shareholding information,"13 May 2024, 09:03:04 AM IST",Tata Power will be relying on its network of over 500 channel partners across 450 cities for the sale of its rooftop solar unitshttps://www.livemint.com/companies/news/rooftop-solar-subsidy-scheme-a-billion-dollar-opportunity-for-tata-power-11715514610050.html,
Tata Power share price Live : Shareholding information,"13 May 2024, 08:47:12 AM IST",The key support and resistance levels for Tata Power on the daily timeframe are given below. Please note these support and resistance levels are derived from the classic pivot table.,
Tata Power share price Live : Shareholding information,"13 May 2024, 08:38:18 AM IST","The analyst recommendation trend is shown below with the current rating as Sell.The median price target is₹308.0, 25.74% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power share price Live : Shareholding information,"13 May 2024, 08:18:18 AM IST",The trading volume yesterday was 9.73% higher than the 20 day average. Yesterday’s NSE volume was 19 mn & BSE volume was 2 mn.,
Tata Power share price Live : Shareholding information,"13 May 2024, 08:05:59 AM IST","The stock traded in the range of₹418.25 &₹404.05 yesterday to end at₹413.65. Following a strong uptrend, the stock is indicating signs of a reversal.",
"



    ", ,"





    ",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 08:05:25 PM IST",Tata Power Share Price Live Updates: Tata Power has a 9.61% MF holding & 9.44% FII holding as per filings in the march quarter.The MF holding has decreased from 10.48% in december to 9.61% in march quarter.The FII holding has decreased from 9.85% in december to 9.44% in march quarter.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 07:37:13 PM IST",Tata Power Share Price Live Updates: Tata Power reported a return on equity (ROE) of 12.09% for the most recent fiscal year. The return on investment (ROI) was 4.99% in the last fiscal year. The consensus estimates for ROE in the current and upcoming fiscal year are 11.56% and 12.05% respectively.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 07:02:26 PM IST","Tata Power Share Price Live Updates: Tata Power has shown an EPS growth of 51.54% and a revenue growth of 23.70% over the last 3 years. In the most recent twelve months, the company generated a revenue of 614489.00 cr, which is slightly higher than the revenue of the previous fiscal year. The company is expected to have a revenue growth of 28.59% and a profit growth of 11.44% in the upcoming quarter 4.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 06:34:24 PM IST","Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Sell.The median price target is₹308.0, 28.42% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 06:06:59 PM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price rose by 4.49% to reach₹430.3, mirroring the positive trend seen in its industry peers like Adani Green Energy, Adani Power, Adani Energy Solutions, and JSW Energy. In addition, both the Nifty and Sensex benchmark indices also saw increases of 0.51% and 0.45% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 05:35:50 PM IST",Tata Power Share Price Today Live: Tata Power stock's price fluctuated between₹412.5 and₹431.95 on the current day.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 04:31:15 PM IST","An increase in futures price and open interest in Tata Power indicates potential upward price movement in the near future, suggesting traders may consider maintaining their long positions.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 03:53:26 PM IST","The volume of Tata Power traded until 3 PM is 23.06% lower than yesterday, while the price is currently at₹430.3, down by 4.49%. Analyzing both volume and price is crucial for trend analysis. A positive price trend with increased volume indicates a sustainable upward movement, whereas a negative price trend with higher volume could signal a further decline in prices.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 03:51:50 PM IST","Tata Powershare price closed the day at₹430.3 - a 4.49% higher than the previous closing price. For the next trading session key resistances to watch for are 436.58 , 442.87 , 454.83. On the other hand key support levels could be found at 418.33 , 406.37 , 400.08.Please note these support and resistance levels are derived from the classic pivot table.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 03:19:35 PM IST",The current market price of Tata Power has surpassed the first resistance of₹419.08 & second resistance of₹426.62 indicating a strong bullish move but traders need to monitor for possible reversals from₹437.88. If the stock price breaks the final resistance of₹437.88 then it indicates a strong buying interest and prices can escalate further.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 02:47:47 PM IST","The volume of Tata Power traded until 2 PM is 33.94% lower than yesterday, while the price is currently at₹425.45, a decrease of 3.31%. Analyzing both volume and price is crucial for understanding market trends. A positive price trend accompanied by increased volume indicates a sustainable upward movement, whereas a negative price trend with higher volume could signal a potential further decline in prices.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 02:41:59 PM IST","During the previous trading hour, Tata Power reached a high of 426.8 and a low of 424.2. In the last hour, the stock price surpassed the hourly resistance level of 425.3 (Resistance level 1), suggesting a bullish momentum.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 02:15:37 PM IST","The analyst recommendation trend is shown below with the current rating as Sell.The median price target is₹308.0, 27.67% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 02:08:55 PM IST",The current market price of Tata Power has surpassed the first resistance of₹419.08 (derived from classic pivot table) on a daily time frame indicating a bullish move but traders need to monitor for possible reversals from₹426.62. If the stock price breaks the second resistance of₹426.62 then there can be further positive price movement.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 01:48:07 PM IST","Tata Power's trading volume by 1 PM is down by 32.51% compared to yesterday, while the price is currently at₹425.35, reflecting a decrease of 3.29%. Analyzing both volume and price is crucial in trend analysis. A rise in price accompanied by a significant increase in volume indicates a sustainable upward trend, whereas a drop in price with a high volume could signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 01:33:52 PM IST",The stock price has been moving between 424.87 and 423.12 levels in the past hour. Traders could consider employing rangebound trading strategies by purchasing near the hourly support at 423.12 and selling near the hourly resistance at 424.87.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 01:17:55 PM IST",An increase in futures price paired with a decrease in open interest for Tata Power indicates a potential slowdown in the current upward trend. This could signal that the stock may reach a peak or begin to reverse direction in the near future.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 01:08:48 PM IST",Tata Power stock's low price for the day was₹412.5 and the high price was₹425.2.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 12:46:37 PM IST","The trading volume of Tata Power until 12 AM is down by 37.69% compared to yesterday, while the price is at₹423.7, a decrease of 2.89%. Analyzing both the volume traded and the price is crucial for understanding market trends. A rise in price accompanied by higher volume indicates a potential sustainable uptrend, whereas a drop in price with increased volume may signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 12:39:08 PM IST",The stock price has been moving between 425.65 and 421.8 levels in the last hour. Traders may want to consider rangebound trading strategies by buying near the hourly support at 421.8 and selling near the hourly resistance at 425.65.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 11:47:15 AM IST","The volume of Tata Power traded by 11 AM is 37.59% lower than yesterday, with the price trading at₹423.5, a decrease of 2.84%. Volume traded, in conjunction with price, is a key indicator for analyzing trends. A positive price trend accompanied by a higher volume indicates a sustainable upward movement, while a negative price trend with increased volume may signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 11:37:57 AM IST","Tata Power reached a peak of 424.4 and a low of 420.55 in the previous trading hour. During the last hour, the stock price rose above the hourly resistance level of 423.25 (Resistance level 1), suggesting a bullish trend.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 11:16:31 AM IST","Today, Tata Power's stock price increased by 2.43% to reach₹421.8, following the upward trend of its industry peers including Adani Green Energy, Adani Power, Adani Energy Solutions, and JSW Energy. Additionally, the Nifty and Sensex benchmark indices rose by 0.19% and 0.36% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 11:06:07 AM IST","The analyst recommendation trend is shown below with the current rating as Sell.The median price target is₹308.0, 26.96% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 10:45:12 AM IST","The trading volume of Tata Power until 10 AM is 23.49% lower than yesterday, while the price is currently at₹422.2, experiencing a decrease of 2.53%. Volume traded, in addition to price, is a vital factor for analyzing trends. A positive price trend accompanied by increased volume indicates a sustainable upward movement, whereas a negative price trend with higher volume may signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 10:39:44 AM IST",Tata Power touched a high of 422.9 & a low of 417.75 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 09:56:31 AM IST","Today, Tata Power's stock price rose by 2.06% to reach₹420.3, while its counterparts are experiencing a mixed performance. Adani Green Energy, Adani Power, and Adani Energy Solutions are declining, whereas JSW Energy, another peer, is showing an upward trend. In general, the benchmark indices Nifty and Sensex are up by 0.14% and 0.08% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 09:44:53 AM IST","An increase in futures price and open interest for Tata Power indicates potential for upward price movement in the near future, suggesting traders may consider maintaining their long positions.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 09:15:02 AM IST","Tata Power's stock price has increased by 0.29% and is currently trading at₹413.00. Over the past year, Tata Power's shares have surged by 98.87% to reach₹413.00. In contrast, the Nifty index has risen by 20.14% to 22104.05 during the same one-year period.",
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 08:17:10 AM IST",The trading volume yesterday was 25.83% higher than the 20 day average. Yesterday’s NSE volume was 25 mn & BSE volume was 1161 k.,
Tata Power Share Price Live Updates: Shareholding information,"14 May 2024, 08:01:19 AM IST","The stock traded in the range of₹415 &₹396.5 yesterday to end at₹414.75. Following a strong uptrend, the stock is indicating signs of a reversal.",
"Tata Power Share Price Live Updates: Shareholding information



    "," 16 May 2024, 08:05:58 PM IST ","
Tata Power Share Price Live Updates: Tata Power has a 9.61% MF holding & 9.44% FII holding as per filings in the march quarter.
The MF holding has decreased from 10.48% in december to 9.61% in march quarter.
The FII holding has decreased from 9.85% in december to 9.44% in march quarter.




    ",
"Tata Power Share Price Live Updates: Financial performance



    "," 16 May 2024, 08:05:58 PM IST ","
Tata Power Share Price Live Updates: Tata Power has shown an EPS growth of 51.54% and a revenue growth of 23.70% in the last 3 years. In the trailing twelve months, the company reported a revenue of 614489.00 cr, which is slightly higher than the revenue of the most recent fiscal year. The company is predicting a revenue growth of 28.59% and a profit growth of 11.44% for the fourth quarter.



    ",
"Tata Power Share Price Live Updates: Consensus analysts rating is Hold



    "," 16 May 2024, 08:05:58 PM IST ","
Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Hold.
The median price target is ₹308.0, 29.02% lower than current market price.
The lowest target price among analyst estimates is ₹230.0
The highest target price among analyst estimates is ₹471.6



    ",
"Tata Power Company Share Price Highlights: Stock gained 0.59% during today's trading session; Check price range, day's high and low



    "," 17 May 2024, 08:05:58 PM IST ","
Tata Power Company Ltd Stock Price Live: The Tata Power Company Ltd has been in focus today amid company-specific news and/or recent price action on the counter. Tata Power Company Ltd shares settled the previous traded session at ₹433.95, up 0.61%. The stock has traded in a wide range of ₹464.20 and ₹201.80 in the last one year. At last count, the Tata Power Company Ltd sector company commanded a market capitalisation of ₹1.39 Lakh Crore. Here’s a deep dive Tata Power Company Ltd stock performance, peer returns, historical details, & other insights



    ",
"Tata Power Company Ltd shares close at ₹435.50, up 0.59%



    "," 17 May 2024, 08:05:58 PM IST ","
That's all for today, investors. Keep an eye on daily price movements of actively-traded stocks on Dalal Street at Business Today's AI generated Live Blogs. These informational posts may help you take informed decision on investing. Readers, however, are encouraged to consult a qualified financial advisor, before making any investment decisions. Happy investing!



    ",
"Tata Power Company Ltd Stock Price Recap



    "," 17 May 2024, 08:05:58 PM IST ","
Shares of Tata Power Company Ltd closed at ₹435.50, up 0.65%. The day's high was ₹438.30 and low was ₹432.35, and the total traded volume stood at 7,384,359.


    ",
"Tata Power Company Ltd: 52-week high & low



    "," 17 May 2024, 08:05:58 PM IST ","
Tata Power Company Ltd shares have hit a 52-week high of ₹464.20 and 52-week low of ₹201.80. At last count, the stock was up 0.36% at ₹435.75


    ",
"5,140,920 Tata Power Company Ltd shares change hands



    "," 17 May 2024, 08:05:58 PM IST ","
The Power Generation & Distribution company saw 5,140,920 shares changing hands so far today. A rise in volumes along with rise in share price generally reflects bullish sentiment on the counter. But a rise in volumes along with a falling share price signals bearishness. 


    ",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 07:32:55 PM IST",Tata Power Share Price Live Updates: Tata Power's return on equity (ROE) in the most recent fiscal year was 12.09%. The return on investment (ROI) for the last fiscal year was 4.99%. Consensus estimates project the ROE to be 11.56% in the current fiscal year and 12.05% in the upcoming fiscal year.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 07:00:09 PM IST","Tata Power Share Price Live Updates: Tata Power has shown an EPS growth of 51.54% and a revenue growth of 23.70% over the past three years. In the last twelve months, the company's revenue was 614489.00 cr, which is slightly higher than the revenue of the most recent fiscal year. The company is expected to experience a revenue growth of 28.59% and a profit growth of 11.44% in the fourth quarter.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 06:31:42 PM IST","Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 29.41% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 06:03:47 PM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price rose by 0.55% to reach₹436.3, while its industry counterparts are experiencing mixed results. Adani Green Energy, Adani Power, and JSW Energy are declining, whereas Adani Energy Solutions is seeing an upward trend. In general, the Nifty and Sensex benchmark indices are up by 0.28% and 0.34% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 05:35:49 PM IST",Tata Power Share Price Today Live: Tata Power stock's today's high price was₹438.2 and the low price was₹432.6.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 04:39:03 PM IST",Tata Power Share Price Today Live: An increase in futures price and open interest for Tata Power indicates a potential upward price movement in the near future. Traders are advised to maintain their long positions.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 03:54:46 PM IST","Tata Power Share Price Today Live:Tata Powershare price closed the day at₹436.3 - a 0.55% higher than the previous closing price. For the next trading session key resistances to watch for are 438.95 , 441.6 , 444.9. On the other hand key support levels could be found at 433.0 , 429.7 , 427.05.Please note these support and resistance levels are derived from the classic pivot table.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 03:52:39 PM IST","Tata Power Share Price Today Live: The volume of Tata Power traded by 3 PM is 17.79% lower than yesterday, with the price trading at₹436.3, a decrease of 0.55%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable upward trend, while a negative price movement with increased volume could signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 03:13:03 PM IST",Tata Power Share Price Today Live: Tata Power share price is at₹436.25 and is still trading between the key support and resistance levels of₹428.95 and₹437.45 on a daily timeframe. If it crosses the support of₹428.95 then we can expect a further bearish movement. On the other hand if the price crosses 437.45 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 02:55:35 PM IST","Tata Power Share Price Live Updates: As per the Technical Analysis, short term trend of Tata Power share is Bullish and long term trend is Bullish",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 02:47:57 PM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded by 2 PM is down by 12.95% compared to yesterday, while the price is at₹435.85, a decrease of 0.45%. Volume traded, along with price, is a crucial indicator for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable uptrend, whereas a negative price movement with high volume could suggest further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 02:39:55 PM IST","Tata Power Share Price Live Updates: The stock price has been moving between the levels of 436.17 and 434.27 in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 434.27 and selling near the hourly resistance at 436.17.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 02:17:18 PM IST","Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 29.34% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 02:07:30 PM IST",Tata Power Share Price Today Live: Tata Power share price is at₹435.4 and is still trading between the key support and resistance levels of₹428.95 and₹437.45 on a daily timeframe. If it crosses the support of₹428.95 then we can expect a further bearish movement. On the other hand if the price crosses 437.45 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 01:49:59 PM IST","Tata Power Share Price Today Live: The volume of Tata Power traded by 1 PM is 6.83% lower than yesterday, with the price trading at₹435.4, a decrease of 0.35%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume suggests a sustainable upward trend, while a negative price movement with higher volume may indicate further declines in prices.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 01:36:28 PM IST","Tata Power Share Price Today Live: The stock price has been moving between 436.28 and 435.13 levels in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support at 435.13 and selling near the hourly resistance at 436.28.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 01:16:39 PM IST","Tata Power Share Price Today Live: An increase in futures price, along with a decrease in open interest for Tata Power, indicates that the current upward trend may be slowing down. This could potentially lead to the stock reaching a peak or beginning a reversal in the near future.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 01:02:35 PM IST",Tata Power Share Price Today Live: Tata Power stock's price fluctuated today with a low of₹432.6 and a high of₹438.2.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 12:48:32 PM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded until 12 AM is 15.18% lower than yesterday, with the price trading at₹435, a decrease of 0.25%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable upward trend, while a negative price movement with increased volume may signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 12:42:28 PM IST",Tata Power Share Price Live Updates: The stock price has been moving between 436.58 and 434.53 levels in the last hour. Traders could consider rangebound trading strategies by purchasing near the hourly support at 434.53 and selling near the hourly resistance at 436.58.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 12:11:33 PM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹435.4 and is still trading between the key support and resistance levels of₹428.95 and₹437.45 on a daily timeframe. If it crosses the support of₹428.95 then we can expect a further bearish movement. On the other hand if the price crosses 437.45 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 11:53:17 AM IST","Tata Power Share Price Today Live: The volume of Tata Power traded by 11 AM is 12.61% lower than yesterday. The price is currently at₹435.75, down 0.43%. Analyzing both volume and price is crucial for trend analysis. A positive price trend accompanied by higher volume indicates a sustainable upward movement, while a negative price trend with higher volume could signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 11:39:44 AM IST","Tata Power Share Price Today Live: The stock price has been moving between the levels of 436.9 and 433.65 in the last hour. Traders may want to consider rangebound trading strategies, such as buying near the hourly support of 433.65 and selling near the hourly resistance of 436.9.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 11:28:17 AM IST",Tata Power Share Price Today Live: Tata Power share price is at₹434.95 and is still trading between the key support and resistance levels of₹428.95 and₹437.45 on a daily timeframe. If it crosses the support of₹428.95 then we can expect a further bearish movement. On the other hand if the price crosses 437.45 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 11:15:10 AM IST","Tata Power Share Price Today Live: Today, Tata Power's stock price increased by 0.52% to reach₹436.15, while its peers are experiencing mixed results. Adani Green Energy and Adani Power are declining, while Adani Energy Solutions and JSW Energy are on the rise. In general, the benchmark indices Nifty and Sensex are up by 0.25% and 0.37% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 11:04:27 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 29.36% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 10:49:14 AM IST","Tata Power Share Price Live Updates: Until 10 AM, the volume of Tata Power traded was 19.96% lower than the previous day, while the price was at₹435.45, reflecting a decrease of 0.36%. Volume traded, in combination with price, is a key indicator for analyzing trends. A rise in price accompanied by higher volume indicates a strong upward trend, while a drop in price with increased volume could signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 10:34:41 AM IST",Tata Power Share Price Live Updates: Tata Power touched a high of 437.45 & a low of 434.2 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 10:00:48 AM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price increased by 0.53% to reach₹436.2, while its counterparts are showing a mixed performance. Adani Green Energy and Adani Power are declining, whereas Adani Energy Solutions and JSW Energy are experiencing gains. The benchmark indices Nifty and Sensex are down by -0.2% and up by 0.03% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 09:40:37 AM IST",Tata Power Share Price Live Updates: An increase in futures price combined with a decrease in open interest for Tata Power could indicate a potential weakening of the current bullish trend. This may suggest that the stock could reach a peak or begin to reverse direction in the near future.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 09:38:53 AM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹435 and is still trading between the key support and resistance levels of₹428.95 and₹437.45 on a daily timeframe. If it crosses the support of₹428.95 then we can expect a further bearish movement. On the other hand if the price crosses 437.45 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 09:19:59 AM IST","Tata Power Share Price Today Live: The share price of Tata Power has increased by 0.51% and is currently trading at₹436.10. Over the past year, Tata Power shares have surged by 108.88% to reach₹436.10. In contrast, the Nifty index has risen by 22.52% to 22,403.85 in the same one-year timeframe.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 08:49:54 AM IST",Tata Power Share Price Today Live: The key support and resistance levels for Tata Power on the daily timeframe are given below. Please note these support and resistance levels are derived from the classic pivot table.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 08:37:13 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 29.02% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 08:16:39 AM IST",Tata Power Share Price Today Live: The trading volume yesterday was 49.72% lower than the 20 day average. Yesterday’s NSE volume was 8 mn & BSE volume was 1120 k.,
Tata Power Share Price Live Updates: Shareholding information,"17 May 2024, 08:00:54 AM IST",Tata Power Share Price Today Live: The stock traded in the range of₹436.15 &₹426.75 yesterday to end at₹431.45. The stock is currently experiencing a strong bullish trend,
"Tata Power Company Share Price Highlights: Stock gained 0.21% during today's trading session; Check price range, day's high and low



    "," 15 May 2024, 08:05:58 PM IST ","
Tata Power Company Ltd Stock Price Live: The Tata Power Company Ltd has been in focus today amid company-specific news and/or recent price action on the counter. Tata Power Company Ltd shares settled the previous traded session at ₹430.35, up 4.52%. The stock has traded in a wide range of ₹464.20 and ₹201.80 in the last one year. At last count, the Tata Power Company Ltd sector company commanded a market capitalisation of ₹1.38 Lakh Crore. Here’s a deep dive Tata Power Company Ltd stock performance, peer returns, historical details, & other insights
    ",
